,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
4735,,,,,https://www.tayara.tn/item/63e8c8fc30c4f61e51339dbb/,,,,,,,,,,,
4736,Golf Reestylee Fin 2019 importée ,0.0,Sousse,Golf 7 couleur Nardo etat neuf toute options importée Tu 235 etat neuf de la voiture toute options IQ-Drive ( Auto Drive ) siege Alcantara Massante tel Afficher,https://www.tayara.tn/item/63e8b6ff30c4f61e51339a0d/,90.0,Gris,Avec kilométrage,6,<1.0L,Manuelle,Volkswagen,Golf,6.0,Berline,Essence
4737,C3 importée Airbump fin serie ,0.0,Sousse,"C3 importée Pack special Airbump jamais servie en tunisie Tu 234 etat neuf de la voiture Bicouleur , ecran Tactile ( Airplay) Couleur a l'intérieur Rouge aussi Drive a l'alignement , Retroviseur rabbatable tel Afficher",https://www.tayara.tn/item/63e8b57f30c4f61e513399c8/,70.0,Blanc,Avec kilométrage,2019,1.2L,Manuelle,Citroen,C3,5.0,Compacte,Essence
4738,Audi A3 berline Essence ,65000.0,Gabès,voiture à vendre toutes options boite manuelle 5 155000km en très bon état ,https://www.tayara.tn/item/63e8ae6130c4f61e513398c5/,155000.0,Gris,Avec kilométrage,2014,1.2L,Manuelle,Audi,A3,5.0,Berline,Essence
4739,vente voiture ,21000.0,Bizerte,"je met en vente ma voiture Kia Picanto bon état 4 CH ,4 cylindres Consommation en carburant trés économique Climatisation en trés bon état contact Afficher",https://www.tayara.tn/item/63e898ea30c4f61e513395df/,245000.0,Doré,Avec kilométrage,2010,<1.0L,Manuelle,Kia,Picanto,4.0,Pick up,Essence
4740,206+,20000.0,Ariana,Je me en vente ma voiture de la marque 206+ Année 2010 Énergie : Essence Moteur 1.1 Kilométrage : 155226 en bonne état ,https://www.tayara.tn/item/63e81efe30c4f61e513390ec/,155226.0,Bleu,Avec kilométrage,2010,1.1L,Manuelle,Peugeot,206+,4.0,Compacte,Essence
4741,kia rio SX modèle 2019,48000.0,Tunis,AV voiture KIA Rio SX modèle 2019 en bonne état 2 mains ,https://www.tayara.tn/item/63e8191e30c4f61e5133903a/,99000.0,Autre,Avec kilométrage,2019,1.2L,Manuelle,Kia,Rio,5.0,Autres,Essence
4742,Vente voiture ,0.0,Tunis,Ford fiesta ,https://www.tayara.tn/item/63e8188530c4f61e51339023/,208.0,Blanc,Avec kilométrage,2012,>4.0L,Manuelle,Ford,Fiesta,5.0,Autres,Essence
4743,C3 puretec ,41000.0,Sfax,Belle voiture en très bon état ,https://www.tayara.tn/item/63e803c830c4f61e51338d32/,90000.0,Blanc,Avec kilométrage,2017,1.2L,Manuelle,Citroen,C3,4.0,Compacte,Essence
4744,voiture polo,38500.0,Ariana,ndhifa kola chy f d'origine ,https://www.tayara.tn/item/63e8019430c4f61e51338cd7/,78000.0,Noir,Avec kilométrage,2019,>4.0L,Manuelle,Volkswagen,Polo,0.0,Autres,Essence
4745,🆕 A VENDRE 🚘 👑 Fiat doblo sous dossier leasing ,14500.0,Ben Arous,🆕 A VENDRE 🚘 👑 Fiat doblo kilomètrage 135000 sous dossier leasing Voiture encore sous garantie 💰💲PRIX :14500DT avec 800DT chaque mois pendant 34 mois Pour plus d'informations appelez-nous sur : Afficher,https://www.tayara.tn/item/63e7f51330c4f61e51338a73/,134000.0,Blanc,Nouveau,2021,1.4L,Manuelle,Fiat,Doblo,1111111.0,Compacte,Diesel
4746,Vente voiture,42.0,Sidi Bouzid,Clio 4,https://www.tayara.tn/item/63e7e87230c4f61e513387f5/,77000.0,Bleu,Avec kilométrage,2018,1.2L,Manuelle,Autres,Autres,5.0,Autres,Essence
4747,mitsubichi l200,28000.0,La Manouba,vente voiture,https://www.tayara.tn/item/63e7deb630c4f61e51338623/,360000.0,Blanc,Avec kilométrage,2013,2.5L,Manuelle,Mitsubishi,L200,10.0,Pick up,Diesel
4748,Voiture ,96215911.0,Ariana,Voiture ,https://www.tayara.tn/item/63e7d37130c4f61e513383f5/,2680000.0,Blanc,Avec kilométrage,2011,2.5L,Manuelle,Peugeot,306,5.0,Autres,Diesel
4749,MG 5 1.5 L Luxe BVA ,40000.0,Ariana,"Je met en vente Une voiture MG 5 1.5 L Luxe BVA Transfert Leasing Avance 20000 + Mensualité payé : 20 * 1090,070 Mensualité restante : 40 * 1090,070 ",https://www.tayara.tn/item/63e7c73430c4f61e513381d9/,42000.0,Noir,Nouveau,2021,1.5L,Automatique,Autres,Autres,7.0,Berline,Essence
4750,a vendre ou echange,62.0,Nabeul,a vendre ou échange avec voiture commercial moin cher.une très belle voiture BMW série 3.annee fin 2013 1er main tt option sauf toit boite manuelle peinture d origine o dépense a prévoir tel: Afficher,https://www.tayara.tn/item/63e7b32f30c4f61e51337dd6/,240.0,Blanc,Nouveau,2013,1.6L,Manuelle,BMW,Serie 3,7.0,Berline,Essence
4751,Polo sedan,37000.0,Nabeul,Voiture très Bon Etat ,https://www.tayara.tn/item/63e7a65830c4f61e51337b23/,190000.0,Noir,Nouveau,2019,1.4L,Manuelle,Volkswagen,Polo,100.0,Berline,Essence
4752,voiture,8000.0,Béja,voiture incendié,https://www.tayara.tn/item/63e7a21e30c4f61e51337a3b/,3000.0,Noir,Pièces manquantes,2012,2.4L,Manuelle,Citroen,C3,4.0,Autres,Essence
4753,Nissan Micra,27500.0,Tunis,je vends ma voiture 2 eme main très bien entretenue. 4 pneus neuf vidange fait récemment visible sur le grand tunis poste d'origine climatiseur en marche parfaitement couleur rouge bordeaux 127m klm 5 chevaux essence pas de dépenses a prévoir karahba ta3 kasseb  Afficher,https://www.tayara.tn/item/63e79f0830c4f61e51337990/,128000.0,Rouge,Avec kilométrage,2015,1.2L,Manuelle,Nissan,Micra,5.0,Compacte,Essence
4754,Great Wall Wingle 6 double pont 4X4,70000.0,Gafsa,"Une voiture très bien entretenue, année modèle 2019 km : 60000 toute options avec camera de recul 6 vitesse de transmission une occasion à ne pas rater !!",https://www.tayara.tn/item/63e79e3b30c4f61e51337948/,60000.0,Blanc,Avec kilométrage,2019,2.0L,Manuelle,Toyota,Hilux,7.0,Pick up,Diesel
4755,Chevrolet aveo ls ,27000.0,Ben Arous,je mets en vente ma voiture Chevrolet aveo ls bien entretenu année 2014 kilométrage :123000 tel: Afficher ou bien Afficher ,https://www.tayara.tn/item/63e79db130c4f61e5133791a/,123821.0,Gris,Avec kilométrage,2014,1.2L,Manuelle,Chevrolet,Aveo,5.0,Berline,Essence
4756,Volkswagen caddy 1 ère Main,33.0,Sousse,Voiture Neuf 1er Main Toute options Peinture :d'origine Boite: Manuelle Carburant: Diesel Couleur du véhicule: blanc Cylindrée: 1.6L Etat du véhicule: Avec kilométrage Kilométrage: 176000 km Marque: Volkswagen Modèle: Caddy Puissance fiscale: 5 CV Type de carrosserie: Utilitaire ,https://www.tayara.tn/item/63e79be930c4f61e51337878/,176000.0,Blanc,Avec kilométrage,0000,1.6L,Manuelle,Volkswagen,Caddy,5.0,Utilitaire,Diesel
4757,OFFRE A NE PAS RATER ,43000.0,Tunis,A VENDRE VOITURE KIA PICANTO COULEUR NOIRE TOUTES OPTIONS ANNEE 2020 ETAT NEUF ,https://www.tayara.tn/item/63e78b1430c4f61e51337492/,30000.0,Noir,Nouveau,2020,1.2L,Manuelle,Kia,Picanto,4.0,Compacte,Essence
4758,Kia sportage gt line,137000.0,Ariana,"Kia sportage gt line ⛔ possibilité de Vente ou Echange ⛔ Nous mettons à votre disposition en vente une tres belle kia sportage voiture première main en excellente état ▪︎Mise en circulation : 04/2019 ▪︎Immatriculation : 234 ▪︎Transmission : automatique ▪︎Motorisation : diesel ▪︎Puissance fiscale : 7 cv ▪︎Kilométrage : 93,000 ▪︎Couleur : noir Peinture métallisée ▪︎Catégorie : SUV Pour plus d'informations n'hésitez pas à nous contacter sur les numéros suivants ⤵️ ☎️ Afficher / Afficher ✅ disponible sur WhatsApp 🏁 localisation & adresse: 🚩 autoroute de Bizerte km 5 ennahli cite la gazela près meuble 5 étoiles 🌟 ⤵️⤵️⤵️ https://maps.app.goo.gl/W8CsK4rW73eP2ALdA",https://www.tayara.tn/item/63a31f6e4be56f32cb7dae21/,93000.0,Noir,Avec kilométrage,2019,2.4L,Automatique,Kia,Sportage,8.0,4 x 4,Diesel
4759,une belle ds3,29700.0,Tunis,je vend ma ds3 modele 2011 mechya 140 milles km plein d'options essuit glace auto allumage auto climatronic en marche sieges pilote vrait cuire 4 roues good year tt neuf trible clé disponible voiture trés bien entretenu elli 7achtou marahbé disponible au cap-bon  Afficher ,https://www.tayara.tn/item/63e783ad30c4f61e5133731c/,140000.0,Rouge,Avec kilométrage,2011,1.4L,Manuelle,Citroen,DS3,5.0,Compacte,Essence
4760,Voiture ford fiesta à vendre,20000.0,Nabeul,Marque : Ford fiesta Série: 124 Moteur : 2000km nouveau Couleur: noir Etat: en très bonne état Carcasse: intacte et brillante Disponibilité: Hammamet/Nabeul Première main ,https://www.tayara.tn/item/63e771e930c4f61e51336ed0/,2000.0,Noir,Avec kilométrage,2006,1.3L,Manuelle,Ford,Fiesta,70.0,Compacte,Essence
4761,MINI COUNTRYMAN,118000.0,Ariana,MINI COUNTRYMAN ⛔ possibilité de Vente ou Echange ⛔ Nous mettons à votre disposition en vente une belle MINI voiture première main ▪︎Mise en circulation : 06 /2019 ▪︎Immatriculation : 231 ▪︎Transmission : automatique ▪︎Motorisation : ⛽ essence ▪︎Puissance fiscale : 06 cv ▪︎Kilométrage : 130.000 ▪︎Couleur : gris Peinture métallisée ▪︎Catégorie : compact Pour plus d'informations n'hésite pas à nous contacter sur les numéros suivants ⤵️ ☎️ Afficher / Afficher / Afficher ✅ disponible sur WhatsApp 🏁 localisation & adresse 🚩 autoroute de Bizerte km 5 ennahli cite la gazela près meuble 5 étoiles 🌟 ⤵️⤵️⤵️ https://maps.app.goo.gl/W8CsK4rW73eP2ALdA,https://www.tayara.tn/item/638f3daedf4ab20a2d7e5d3b/,130.0,Gris,Avec kilométrage,2019,1.6L,Automatique,mini,Country Man,6.0,Compacte,Essence
4762,96683203 للبيع كرهبة206 الاتصال على الرقم moteur ,1499.0,Kairouan,moteur voiture 206,https://www.tayara.tn/item/63e7710330c4f61e51336e9a/,15.0,Beige,Nouveau,2000,1.1L,Manuelle,Peugeot,206,12.0,Utilitaire,Essence
4763,Volkswagen golf 7 BVA,0.0,Ariana,Volkswagen golf 7 BVA ⛔ possibilité de Vente ou Echange ⛔ Nous mettons à votre disposition en vente une golf 7 première main voiture très bien entretenu ▪︎Mise en circulation : 04/2019 ▪︎Immatriculation : 210 ▪︎Transmission : manuelle ▪︎Motorisation : essence ▪︎Puissance fiscale : 06 cv ▪︎Kilométrage : 76.000 ▪︎Couleur : blanc Peinture métallisée ▪︎Catégorie : citadine Pour plus d'informations n'hésitez pas à nous contacter sur les numéros suivants ⤵️ ☎️ Afficher / Afficher ✅ disponible sur WhatsApp 🏁 localisation & adresse: 🚩 autoroute de Bizerte km 5 ennahli cite la gazela près meuble 5 étoiles 🌟 ⤵️⤵️⤵️ https://maps.app.goo.gl/W8CsK4rW73eP2ALdA,https://www.tayara.tn/item/63dcc91a1b3fed8fd49ca7c3/,76000.0,Blanc,Avec kilométrage,2019,1.2L,Manuelle,Volkswagen,Golf 7,6.0,Compacte,Essence
4764,E240,35000.0,Ben Arous,Av E240 2005 voiture denbasade avec entretien à la maison mercedes tre propre 205000k,https://www.tayara.tn/item/63e765a330c4f61e51336b35/,205000.0,Bleu,Nouveau,2005,2.2L,Automatique,Mercedes-Benz,240,12.0,Berline,Essence
4765,Bmw e60 520d ,47000.0,Ben Arous,Bmw e60 520d diesel très très très propre Boite automatique Voiture à l'état neuf Radar avant et arrière Lave phares Phares avec loupes et Xénon Sièges pilotes Jantes 18 pouces .....ect  Afficher Mourouj 3,https://www.tayara.tn/item/63e745e430c4f61e513363e9/,204.0,Noir,Avec kilométrage,2007,2.0L,Automatique,BMW,Serie 5,10.0,Berline,Diesel
4766,Mercedes cla 180 2018,0.0,Tataouine,Voiture importé de la France diesel année 2018 Tel : Afficher ( faouzi) Tel : Afficher ( Ibrahim) WhatsApp.: Afficher76,https://www.tayara.tn/item/63e6bfbe30c4f61e51335d45/,67000.0,Gris,Non dédouanné,2018,1.5L,Manuelle,Mercedes-Benz,Classe CLA,5.0,Autres,Diesel
4767,x trail 2.2dci,27500.0,Ariana,voiture propre ttes options necessite qq retouches au niveau des parechocs rien de plus à dépenser prix discutable après l'inspection du véhicule,https://www.tayara.tn/item/63e6bd2530c4f61e51335ce5/,320000.0,Gris,Avec kilométrage,2004,2.2L,Manuelle,Nissan,X-Trail,9.0,4 x 4,Diesel
4768,clio classic,0.0,Médenine,voiture etat origine peinture origine,https://www.tayara.tn/item/63e6a33f30c4f61e513357db/,290.0,Gris,Avec kilométrage,2008,1.2L,Manuelle,Renault,Clio,5.0,Compacte,Essence
4769,voiture 3 ans en bon état,43.0,Sidi Bouzid,voiture CHERY modèle:Tiggo 2 N°: Afficher prix:43.000TND négociaaable!!,https://www.tayara.tn/item/63e69cf930c4f61e5133568c/,30.0,Noir,Avec kilométrage,2019,3.0L,Manuelle,Chery,Tiggo,5.0,Utilitaire,Essence
4770,Dongfeng s50 ,0.0,Ariana,Je mets en vente ma voiture dongfeng s50 en bonne état.,https://www.tayara.tn/item/63e692e830c4f61e5133542e/,24000.0,Autre,Avec kilométrage,2021,1.5L,Manuelle,Autres,Autres,6.0,Berline,Essence
4771,voiture ,0.0,Tunis,clio,https://www.tayara.tn/item/63e6929330c4f61e51335422/,25000.0,Gris,Nouveau,2021,3.0L,Manuelle,Renault,Clio,5.0,Utilitaire,Essence
4772,A vendre Golf 6 ,34000.0,Tunis,a vendre ma voiture golf 6 tdi année 10/2009 de couleur gris métallisé km 295000. bien entretenu ,https://www.tayara.tn/item/63e6908030c4f61e513353c9/,295000.0,Gris,Avec kilométrage,2009,1.6L,Manuelle,Volkswagen,Golf 6,5.0,Compacte,Diesel
4773,voiture ,25.5,Jendouba,308 ,https://www.tayara.tn/item/63e68d7c30c4f61e5133532a/,178.5,Gris,Nouveau,2012,1.6L,Manuelle,Peugeot,308,6.0,Autres,Essence
4774,voiture,22800.0,Bizerte,je met ventre mon voiture en très bonne état. faible consommation essence,https://www.tayara.tn/item/63e66ec230c4f61e51334c71/,193000.0,Autre,Avec kilométrage,2017,1.1L,Automatique,Fiat,Grande Punto,4.0,Autres,Essence
4775,voiture symbole modèle 2015,100.0,Kasserine,à vendre voiture tél: Afficher,https://www.tayara.tn/item/63e63e0e30c4f61e51333ecb/,178000.0,Blanc,Avec kilométrage,2015,1.6L,Manuelle,Renault,Symbol,5.0,Autres,Essence
4776, Voiture Chevrolet a vendre,0.0,Béja,Voiture Chevrolet a vendre en Bon état ,https://www.tayara.tn/item/63e6341430c4f61e51333c59/,220.0,Gris,Nouveau,2016,2.0L,Manuelle,Chevrolet,Uplander,0.0,Autres,Essence
4777,vendre ford focus ,8000.0,Bizerte,"voiture ford focus . demonde moteur ,peiture,sallon. mon prix et 8000 D legerement negociable .",https://www.tayara.tn/item/63e62c9530c4f61e51333a8b/,530000.0,Blanc,Pièces manquantes,2005,1.6L,Manuelle,Ford,Focus,6.0,Berline,Essence
4778,je m'étais mon voiture k8 première année tout nefffff ,0.0,Ben Arous,mahindra kuv 100 k8 ,https://www.tayara.tn/item/63e623b8bd9111a805836b01/,29.0,Noir,Avec kilométrage,2022,1.2L,Manuelle,Mahindra,Hover,5.0,Autres,Essence
4779,BMW 318 ,41000.0,Monastir,BMW E90 318 D TITANIUM Date mise en circulation 06/2006 Importée d’Allemagne 7CV 1995 cm3 Boite Mécanique à 6 rapports Voiture très bien entretenue et en très bon état.,https://www.tayara.tn/item/63e61b13bd9111a80583699d/,175000.0,Gris,Avec kilométrage,2006,2.0L,Manuelle,BMW,Serie 3,7.0,Berline,Diesel
4780,golf 7,72000.0,Jendouba,je mets en vente mon voiture golf 7 en très bon état numéro de téléphone Afficher,https://www.tayara.tn/item/63e616d8322f7af7daaaecb0/,42000.0,Gris,Avec kilométrage,2018,<1.0L,Manuelle,Volkswagen,Golf Plus,5.0,Autres,Essence
4781,⛔️ GOLF 7 TSI ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/11/2013 ✅Kilométrage :178000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Volant en cuir ✅Rétroviseurs électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱",https://www.tayara.tn/item/63e60a48322f7af7daaaea6d/,178000.0,Gris,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
4782,Passat cc 2.0 TDI DSG 6,76500.0,Tunis,À vendre une très belle passat cc 2015 2.0 TDI DSG 6 *première main utilisée comme 3ième voiture *commandée chez Ennakl tunisie moteur 2.0 L TDI le plus fiable au climat tunisien ​sans filtre à particules ayant la meilleure boite automatique jamais produite de chez volkswagen la DSG 6 *tous les entretiens sont faits au concessionnaire Ennakl factures et carnet d'entretien à l'appuie *voiture à l'état d'origine carrosserie et moteur aucun voyant allumé aucun problème et 4 pneus neufs récemment changés *Toutes les options qui peuvent exister sont disponibles *voiture dort dans un garage utilisation rare conduite très calme même si le moteur est très puissant et temps de chauffe Toujours toujours respecté **Remarque 1 : tous les diagnostiques sont acceptés **Remarque 2 : vente à contre cœur car c'est un vrai bijou je ne suis pas pressé donc gachara et rêveurs s'abstenir SVP !!,https://www.tayara.tn/item/63e5fceabd9111a805836495/,140000.0,Noir,Avec kilométrage,2015,2.0L,Automatique,Volkswagen,Passat CC,8.0,Berline,Diesel
4783,tres belle chrysler,11111111.0,Sousse,une tres belle voiture unique avec faible kilometrage toute option ,https://www.tayara.tn/item/63e5bf29bd9111a80583627d/,79000.0,Noir,Nouveau,2007,3.5L,Automatique,Chrysler,300C,17.0,Compacte,Essence
4784,VW scirocco ,23000.0,Ben Arous,Marque de voiture: Volkswagen (Scirocco) Carburant: Essence Boîte de vitesse: manuelle Cylindrée: 1.4 Puissance fiscale: 9 Kilométrage: 180000 Couleur: blanc Année: 2010,https://www.tayara.tn/item/63e573c5322f7af7daaae409/,180000.0,Blanc,Avec kilométrage,2010,1.4L,Manuelle,Volkswagen,Scirocco,9.0,Compacte,Essence
4785,à vendre ou échanger avec voiture commerciale ,35.0,Gabès,passat b7 modèle 2010 7 ch/ essence ⛽️/ 1.6 ,https://www.tayara.tn/item/63e5732bbd9111a805836051/,233000.0,Autre,Nouveau,2010,1.6L,Manuelle,Volkswagen,Passat,7.0,Autres,Essence
4786,Bon offre,35000.0,Sousse,Voiture premier main aucune panne et bien traiter,https://www.tayara.tn/item/63e57234322f7af7daaae3e2/,150000.0,Argent,Avec kilométrage,2009,2.0L,Manuelle,Volkswagen,Passat,6.0,Berline,Diesel
4787,voiture renault kongo,11.0,Nabeul,en bonne etat,https://www.tayara.tn/item/63e56f28bd9111a805835fed/,450.0,Blanc,Avec kilométrage,2002,1.6L,Manuelle,Renault,Kangoo,7.0,Autres,Diesel
4788,Une belle voiture ,111111.0,Sfax,Karhba n4ifa ,https://www.tayara.tn/item/63e5667fbd9111a805835f51/,0.0,Blanc,Nouveau,11224545,1.2L,Manuelle,Opel,Corsa,0.0,Autres,Essence
4789,voiture ,111111.0,La Manouba,je mets en vente ,https://www.tayara.tn/item/63e55fcc322f7af7daaae253/,130.0,Gris,Avec kilométrage,2008,1.9L,Manuelle,Volkswagen,Passat,7.0,Autres,Diesel
4790,BMW,0.0,Gafsa,A Vendre voiture BMW🚘🚘 1.6essence ⛽ 7chv tt d'origine importé in Almonde état neuf KIT M d'origin pinter d'origine Anne Afficher avec kilométrage 120k Boîte manuelle pour plus d'informations appelé Afficher.,https://www.tayara.tn/item/63e54553322f7af7daaadf88/,1202.0,Blanc,Avec kilométrage,2014,1.6L,Manuelle,BMW,Serie 1,7.0,Autres,Essence
4791,Haval H6,68000.0,Ariana,"Médecin vend une voiture Haval H6, 1ère main Mars 2017 102 KM Prix 68 md Tel: Afficher",https://www.tayara.tn/item/63e5382cbd9111a805835a65/,102000.0,Bleu,Avec kilométrage,2017,1.5L,Manuelle,Autres,Autres,9.0,Autres,Essence
4792,patjero sport ,43.0,Sfax,A vendre voiture mitsubitchi patjero sport agréable à conduire pour les amateurs 4×4 et raid 10 ch diesel. Année 2001 Moteur puissant et bien entretenu vitres électriques et teintés d'origine Direction assistée et jantes aluminium Climatiseur et double ponts en marche,https://www.tayara.tn/item/63e530fa322f7af7daaadd77/,0.0,Bleu,Avec kilométrage,2001,2.4L,Manuelle,Mitsubishi,Pajero Sport,10.0,4 x 4,Diesel
4793,Voiture,9000.0,Ben Arous,Ford escort ,https://www.tayara.tn/item/63e52dfebd9111a80583594d/,250000.0,Rouge,Avec kilométrage,1998,>4.0L,Manuelle,Ford,Escort,6.0,Autres,Essence
4794,voiture ,42000.0,Sousse,"bonne occasion 😉voiture 308 ,tous options ,première main à vendre ",https://www.tayara.tn/item/63e52b21322f7af7daaadcd5/,80000.0,Blanc,Avec kilométrage,2015,1.2L,Manuelle,Peugeot,308,5.0,Berline,Essence
4795,voiture à vendre,42000.0,Sousse,"bonne occasion😉 ,voiture 308 première moin à vendre",https://www.tayara.tn/item/63e520f1bd9111a8058357ea/,80000.0,Blanc,Avec kilométrage,2015,1.2L,Manuelle,Peugeot,308,5.0,Berline,Essence
4796,Caddy prestige 2017,42000.0,Tunis,"Voiture 1ère main en bon état. Zéro dépenses. Volant multifonction, boite a gants réfrigérée, écran tactil, girafan...",https://www.tayara.tn/item/63e51cec322f7af7daaadb73/,201000.0,Blanc,Nouveau,2017,1.6L,Manuelle,Volkswagen,Caddy,5.0,Utilitaire,Diesel
4797,voiture 🚗🚙🚘,4000.0,Tunis,je cherche voiture budget 4000 dinar,https://www.tayara.tn/item/63e51a9bbd9111a80583572d/,999.0,Autre,Avec kilométrage,1999,<1.0L,Manuelle,Mercedes-Benz,190,5.0,Berline,Diesel
4798,AV suzuki spresso,40000.0,Ben Arous,"une belle voiture marque suzuki spresso à vendre pour un prix discutable :toute option,4CV,à peine acheté de sa maison suzuki,depuis12 /04/2022, garantie 2 ans,essence,kilometrage 3300.TEL Afficher.visible pour grand Tunis.",https://www.tayara.tn/item/63e51007322f7af7daaad9e0/,3267.0,Gris,Avec kilométrage,2022,>4.0L,Manuelle,Suzuki,Baleno,4.0,Berline,Essence
4799,C5 HDI 1.6 2009-GSM 55512663,34400.0,Nabeul,"Voiture diesel Citroën C5 HDi 1.6 6ch économique qui consomme peu 211000 Km 1er mise en circulation Février 2009 Couleur Noir 4 vitres électriques Tout d’origine Double clé Volants multifonctions Direction assistée, abs, climatronic bizone Propre Rétroviseurs électriques et rabattable Bien entretenu intérieur et extérieur Ecran tactile GPS d’origine Peinture d’origine Style d’origine état neuf Capteur lumière, Pluit et essuie-glaces Téléphone intégrée par bouton électriques Régulateur de vitesse",https://www.tayara.tn/item/63e50f99322f7af7daaad9d3/,211000.0,Noir,Avec kilométrage,2009,1.6L,Manuelle,Citroen,C5,6.0,Berline,Diesel
4800,Voiture à vendre ,68000000.0,Sidi Bouzid,Plus d'informations : Afficher,https://www.tayara.tn/item/63e4e888322f7af7daaad4ad/,0.0,Blanc,Nouveau,2023,1.1L,Manuelle,Isuzu,D-MAX,8.0,Autres,Diesel
4801,véhicule ,27000.0,Ben Arous," je cède ma voiture 208 gris métallisé modèle 2014 5ch 3c, machia 105000km certifié, tous les vidanges sont faites fi dar Peugeot. Dernier vidange a 104000km Afficher",https://www.tayara.tn/item/63e4dcc9bd9111a805834f3c/,105000.0,Gris,Avec kilométrage,2014,<1.0L,Manuelle,Peugeot,208,4.0,Autres,Essence
4802,Kia picanto ,40000.0,La Manouba,À vendre voiture kia Picanto Année 2018 Puissance 4cv Kilométrage 110000 Téléphone Afficher,https://www.tayara.tn/item/63e4dbd5322f7af7daaad315/,110000.0,Noir,Avec kilométrage,2018,1.4L,Manuelle,Kia,Picanto,4.0,Compacte,Essence
4803,voiture a vendre ,0.0,Tunis,a vendre peugeot 508 Année 2013 toute options intérieur cuir rétroviseur rabattable boit automatique ,https://www.tayara.tn/item/63e4d4e7322f7af7daaad21f/,216000.0,Blanc,Avec kilométrage,2013,>4.0L,Automatique,Peugeot,508,7.0,Compacte,Essence
4804,A VENDRE 5500DT tel 52986031,5500.0,Médenine,VOITURE 4L EN BONNE ETAT PAPIER EN REGLE tel: Afficher,https://www.tayara.tn/item/63e4c9e1bd9111a805834c59/,300.0,Bleu,Avec kilométrage,1981,3.0L,Manuelle,Renault,R4,5.0,Berline,Essence
4805,🔶 TOYOTA LAND CRUISER 105 🔶,0.0,Ariana,"🔶 TOYOTA LAND CRUISER 105 🔶 ▸ Modele : 05 / 2001 ▸ Kit REHAUSSE ▸ Puissance fiscale : 17 cv ▸ Energie : Diesel ▸ Siéges en cuir ▸ Voiture très bien entretenue ▸ Gallerie de toit ▸ Pare-choc Avant ▸ Jantes 16"" ▸ Snorkel ▸ Barre à LED ▸ Cric HI-LIFT ▸ Vitres teintées ------------------------------------ Expert AUTO ☏ : Afficher",https://www.tayara.tn/item/63bd275b2109087dfe752220/,400000.0,Blanc,Avec kilométrage,2001,>4.0L,Manuelle,Toyota,Land Cruiser,17.0,4 x 4,Diesel
4806,Megane 2 escence,19800.0,Sousse,"Vente d'une voiture mégane 2 escence, en très bon état. Année: 2005 Kilomètrage: 250k Chauffage et climatisation en marche Fermeture centrale * Disponible à cité Erriadh Sousse * Pour plus d'infos contacter Afficher ",https://www.tayara.tn/item/63e4c975bd9111a805834c3e/,250000.0,Noir,Avec kilométrage,2005,1.4L,Manuelle,Renault,Megane Estate,6.0,Autres,Essence
4807,voiture,30500.0,Kairouan,d max ,https://www.tayara.tn/item/63e4b8fb322f7af7daaacda6/,308219.0,Gris,RS,2007,2.5L,Manuelle,Isuzu,D-MAX,2.5,Autres,Diesel
4808,nimo,1111.0,Bizerte,très belle voiture ,https://www.tayara.tn/item/63e49f1cbd9111a805834701/,172.0,Blanc,Nouveau,2016,1.4L,Manuelle,Citroen,Nemo,6.0,Utilitaire,Diesel
4809,Vente voiture,111111.0,Médenine, Afficher,https://www.tayara.tn/item/63e49afd322f7af7daaacacd/,380.0,Gris,Avec kilométrage,2009,1.4L,Manuelle,Renault,Megane,6.0,Berline,Essence
4810,Toyota agya a vendre ,20000.0,Béja, Toyota agya année 2023 la voiture est extrêmement propre et irréprochable Pour plus d’information veuillez me contacter par téléphone Afficher Elle est encore sur leasing (reste 3 ans) ,https://www.tayara.tn/item/63e414c7322f7af7daaac74f/,23000.0,Noir,Nouveau,2022,1.2L,Manuelle,Toyota,Aygo,6.0,Autres,Essence
4811,C3 Pluriel ,18000.0,Tunis,Voiture cabriolet sport,https://www.tayara.tn/item/63e3feb4bd9111a805834123/,190000.0,Orange,Avec kilométrage,2005,1.4L,Manuelle,Citroen,C3 Pluriel,5.0,Cabriolet,Essence
4812,c4,22000.0,La Manouba,je met en vente ma voiture C4 fin 2007 confort Line toute option ,https://www.tayara.tn/item/63e3f85bbd9111a80583405c/,234000.0,Bleu,Avec kilométrage,2007,1.4L,Manuelle,Citroen,C4,6.0,Berline,Essence
